,Unnamed: 0,url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,labels,state,locked,assignee,assignees,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,timeline_url,performed_via_github_app,state_reason,score,user.login,user.id,user.node_id,user.avatar_url,user.gravatar_id,user.url,user.html_url,user.followers_url,user.following_url,user.gists_url,user.starred_url,user.subscriptions_url,user.organizations_url,user.repos_url,user.events_url,user.received_events_url,user.type,user.site_admin,milestone.url,milestone.html_url,milestone.labels_url,milestone.id,milestone.node_id,milestone.number,milestone.title,milestone.description,milestone.creator.login,milestone.creator.id,milestone.creator.node_id,milestone.creator.avatar_url,milestone.creator.gravatar_id,milestone.creator.url,milestone.creator.html_url,milestone.creator.followers_url,milestone.creator.following_url,milestone.creator.gists_url,milestone.creator.starred_url,milestone.creator.subscriptions_url,milestone.creator.organizations_url,milestone.creator.repos_url,milestone.creator.events_url,milestone.creator.received_events_url,milestone.creator.type,milestone.creator.site_admin,milestone.open_issues,milestone.closed_issues,milestone.state,milestone.created_at,milestone.updated_at,milestone.due_on,milestone.closed_at,reactions.url,reactions.total_count,reactions.+1,reactions.-1,reactions.laugh,reactions.hooray,reactions.confused,reactions.heart,reactions.rocket,reactions.eyes,milestone,draft,pull_request.url,pull_request.html_url,pull_request.diff_url,pull_request.patch_url,pull_request.merged_at,assignee.login,assignee.id,assignee.node_id,assignee.avatar_url,assignee.gravatar_id,assignee.url,assignee.html_url,assignee.followers_url,assignee.following_url,assignee.gists_url,assignee.starred_url,assignee.subscriptions_url,assignee.organizations_url,assignee.repos_url,assignee.events_url,assignee.received_events_url,assignee.type,assignee.site_admin,days_age
1180,1180,https://api.github.com/repos/surge-synthesizer/surge/issues/7090,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7090/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7090/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7090/events,https://github.com/surge-synthesizer/surge/pull/7090,1791627209.0,PR_kwDOCOvoes5U0JQp,7090.0,New Alert Windows re-gain Accessibility,[],closed,False,,[],0.0,2023-07-06,2023-07-06T14:29:12Z,2023-07-06,COLLABORATOR,,"1. Make the label a component with accessibility and focus
2. Turn on acc for the new component

Closes #7089",https://api.github.com/repos/surge-synthesizer/surge/issues/7090/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/7090/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/7090,https://github.com/surge-synthesizer/surge/pull/7090,https://github.com/surge-synthesizer/surge/pull/7090.diff,https://github.com/surge-synthesizer/surge/pull/7090.patch,2023-07-06T14:29:08Z,,,,,,,,,,,,,,,,,,,0
1182,1182,https://api.github.com/repos/surge-synthesizer/surge/issues/7088,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7088/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7088/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7088/events,https://github.com/surge-synthesizer/surge/pull/7088,1789091079.0,PR_kwDOCOvoes5Urfbc,7088.0,Rename Combinator modes to mystery box,[],closed,False,,[],4.0,2023-07-05,2023-07-05T13:27:54Z,2023-07-05,COLLABORATOR,,Also a break; was missing so Bonsai routing options were bleeding through the RM volume parameter's context menu,https://api.github.com/repos/surge-synthesizer/surge/issues/7088/timeline,,,1.0,mkruselj,2393720.0,MDQ6VXNlcjIzOTM3MjA=,https://avatars.githubusercontent.com/u/2393720?v=4,,https://api.github.com/users/mkruselj,https://github.com/mkruselj,https://api.github.com/users/mkruselj/followers,https://api.github.com/users/mkruselj/following{/other_user},https://api.github.com/users/mkruselj/gists{/gist_id},https://api.github.com/users/mkruselj/starred{/owner}{/repo},https://api.github.com/users/mkruselj/subscriptions,https://api.github.com/users/mkruselj/orgs,https://api.github.com/users/mkruselj/repos,https://api.github.com/users/mkruselj/events{/privacy},https://api.github.com/users/mkruselj/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/7088/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/7088,https://github.com/surge-synthesizer/surge/pull/7088,https://github.com/surge-synthesizer/surge/pull/7088.diff,https://github.com/surge-synthesizer/surge/pull/7088.patch,2023-07-05T13:27:50Z,,,,,,,,,,,,,,,,,,,0
1183,1183,https://api.github.com/repos/surge-synthesizer/surge/issues/7087,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7087/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7087/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7087/events,https://github.com/surge-synthesizer/surge/pull/7087,1788362396.0,PR_kwDOCOvoes5UpCNc,7087.0,Upgrade sst-effects for Flanger; Nimbus enum public,[],closed,False,,[],0.0,2023-07-04,2023-07-04T19:37:18Z,2023-07-04,COLLABORATOR,,"1. sst-effects has a tiney flanger fix; pull the submodule
2. Nimbus slot enum was private; make it public for rack

Closes #7083",https://api.github.com/repos/surge-synthesizer/surge/issues/7087/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/7087/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/7087,https://github.com/surge-synthesizer/surge/pull/7087,https://github.com/surge-synthesizer/surge/pull/7087.diff,https://github.com/surge-synthesizer/surge/pull/7087.patch,2023-07-04T19:37:15Z,,,,,,,,,,,,,,,,,,,0
1184,1184,https://api.github.com/repos/surge-synthesizer/surge/issues/7086,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7086/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7086/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7086/events,https://github.com/surge-synthesizer/surge/pull/7086,1786826916.0,PR_kwDOCOvoes5Uj3ec,7086.0,FX Swap in Undo; Swap to Self crash resolved,[],closed,False,,[],0.0,2023-07-03,2023-07-03T23:51:55Z,2023-07-03,COLLABORATOR,,"1. FX Swap didn't particpate in Undo. It does now (with a full patch stream which is the best we can do)

2. FX Swap when dropped on itself would swap with self, with sometimes catastrophic mistakes. Put a source==target guard in along with the other source and target range checks. Closes #7085",https://api.github.com/repos/surge-synthesizer/surge/issues/7086/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/7086/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/7086,https://github.com/surge-synthesizer/surge/pull/7086,https://github.com/surge-synthesizer/surge/pull/7086.diff,https://github.com/surge-synthesizer/surge/pull/7086.patch,2023-07-03T23:51:54Z,,,,,,,,,,,,,,,,,,,0
1185,1185,https://api.github.com/repos/surge-synthesizer/surge/issues/7085,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7085/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7085/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7085/events,https://github.com/surge-synthesizer/surge/issues/7085,1786600513.0,I_kwDOCOvoes5qfVxB,7085.0,"Crash when left-click, drag & holding Mojo FX and dropping onto itself on a certain preset.","[{'id': 1829061756, 'node_id': 'MDU6TGFiZWwxODI5MDYxNzU2', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/UX', 'name': 'UX', 'color': '42d9f7', 'default': False, 'description': 'Issues related to user experience (UX) - mouse, touch, keyboard, MIDI inputs, etc.'}, {'id': 2152171733, 'node_id': 'MDU6TGFiZWwyMTUyMTcxNzMz', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/Effects', 'name': 'Effects', 'color': 'ff38f8', 'default': False, 'description': ''}, {'id': 2176487016, 'node_id': 'MDU6TGFiZWwyMTc2NDg3MDE2', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/Bug%20Report', 'name': 'Bug Report', 'color': '1d76db', 'default': False, 'description': 'Item submitted using the Bug Report template'}]",closed,False,,[],3.0,2023-07-03,2023-07-03T23:51:56Z,2023-07-03,NONE,,"**Bug Description:**
Dropping the Mojo FX onto itself will cause Reaper to crash when on a specific preset.

**Surge XT Version**
This information is found on the About screen, which you get to from the bottom right menu.

* Version: 1.2.0.cb11acd
* Plugin Type: VST3
* Bitness: 64-bit

**Reproduction Steps:**
Steps to reproduce the behavior:
1. 1st select the 'Slowboat > Rhythms > Bellish Shape Shimmer' preset from the 3rd party section.
2. Look for the Airwindows Mojo FX on the Global FX 2 slot at the end.
3. Left-click, drag and move the FX box slightly, and then release so it drops onto the same spot (onto itself).
4. Reaper will then crash.

**Expected Behavior:**
There should be no change to the FX or slot when dropping onto itself, and there usually isn't.

**Screenshots:**
N/A.

**Computer Information (please complete the following!):**
 - OS: Windows 10 Home
 - Host: Reaper
 - Version: 6.80

**Additional Information:**
This doesn't happen on the initial patch.
",https://api.github.com/repos/surge-synthesizer/surge/issues/7085/timeline,,completed,1.0,Jxp955,55408938.0,MDQ6VXNlcjU1NDA4OTM4,https://avatars.githubusercontent.com/u/55408938?v=4,,https://api.github.com/users/Jxp955,https://github.com/Jxp955,https://api.github.com/users/Jxp955/followers,https://api.github.com/users/Jxp955/following{/other_user},https://api.github.com/users/Jxp955/gists{/gist_id},https://api.github.com/users/Jxp955/starred{/owner}{/repo},https://api.github.com/users/Jxp955/subscriptions,https://api.github.com/users/Jxp955/orgs,https://api.github.com/users/Jxp955/repos,https://api.github.com/users/Jxp955/events{/privacy},https://api.github.com/users/Jxp955/received_events,User,False,https://api.github.com/repos/surge-synthesizer/surge/milestones/32,https://github.com/surge-synthesizer/surge/milestone/32,https://api.github.com/repos/surge-synthesizer/surge/milestones/32/labels,9249176.0,MI_kwDOCOvoes4AjSGY,32.0,Surge XT 1.3,"We thought we'd have 1.2.1 perhaps but it didn't happen, and then PhilS came and started working on OSC, so we have it as a big feature to form a whole new release around it!",baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,0.0,101.0,closed,2023-04-05T12:36:14Z,2023-12-08T15:44:21Z,,2023-12-08T15:44:05Z,https://api.github.com/repos/surge-synthesizer/surge/issues/7085/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0
1186,1186,https://api.github.com/repos/surge-synthesizer/surge/issues/7084,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7084/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7084/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7084/events,https://github.com/surge-synthesizer/surge/pull/7084,1781191212.0,PR_kwDOCOvoes5UQtu-,7084.0,optimises the tests of Audio Input Effect,[],closed,False,,[],0.0,2023-06-29,2023-06-29T18:34:20Z,2023-06-29,CONTRIBUTOR,,,https://api.github.com/repos/surge-synthesizer/surge/issues/7084/timeline,,,1.0,Alexander-Zyurkalov,31346594.0,MDQ6VXNlcjMxMzQ2NTk0,https://avatars.githubusercontent.com/u/31346594?v=4,,https://api.github.com/users/Alexander-Zyurkalov,https://github.com/Alexander-Zyurkalov,https://api.github.com/users/Alexander-Zyurkalov/followers,https://api.github.com/users/Alexander-Zyurkalov/following{/other_user},https://api.github.com/users/Alexander-Zyurkalov/gists{/gist_id},https://api.github.com/users/Alexander-Zyurkalov/starred{/owner}{/repo},https://api.github.com/users/Alexander-Zyurkalov/subscriptions,https://api.github.com/users/Alexander-Zyurkalov/orgs,https://api.github.com/users/Alexander-Zyurkalov/repos,https://api.github.com/users/Alexander-Zyurkalov/events{/privacy},https://api.github.com/users/Alexander-Zyurkalov/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/7084/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/7084,https://github.com/surge-synthesizer/surge/pull/7084,https://github.com/surge-synthesizer/surge/pull/7084.diff,https://github.com/surge-synthesizer/surge/pull/7084.patch,2023-06-29T18:34:19Z,,,,,,,,,,,,,,,,,,,0
1187,1187,https://api.github.com/repos/surge-synthesizer/surge/issues/7083,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7083/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7083/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7083/events,https://github.com/surge-synthesizer/surge/issues/7083,1781072960.0,I_kwDOCOvoes5qKQRA,7083.0,Flanger FBV,"[{'id': 1178867708, 'node_id': 'MDU6TGFiZWwxMTc4ODY3NzA4', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/DSP', 'name': 'DSP', 'color': 'e881ef', 'default': False, 'description': 'Issues and feature requests related to sound generation in the synth'}, {'id': 2152171733, 'node_id': 'MDU6TGFiZWwyMTUyMTcxNzMz', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/Effects', 'name': 'Effects', 'color': 'ff38f8', 'default': False, 'description': ''}, {'id': 2176487016, 'node_id': 'MDU6TGFiZWwyMTc2NDg3MDE2', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/Bug%20Report', 'name': 'Bug Report', 'color': '1d76db', 'default': False, 'description': 'Item submitted using the Bug Report template'}]",closed,False,,[],3.0,2023-06-29,2023-07-04T19:37:17Z,2023-07-04,COLLABORATOR,,"Flanger post port has this code

```
if (fbv < 0)
        fbv = fbv;
    else if (fbv > 1)
        fbv = fbv;
    else
        fbv = sqrt(fbv);
```

which looks pretty fishy. What's with that self assign? So just check I didn't blow it in the port before we ship 1.3.",https://api.github.com/repos/surge-synthesizer/surge/issues/7083/timeline,,completed,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,https://api.github.com/repos/surge-synthesizer/surge/milestones/32,https://github.com/surge-synthesizer/surge/milestone/32,https://api.github.com/repos/surge-synthesizer/surge/milestones/32/labels,9249176.0,MI_kwDOCOvoes4AjSGY,32.0,Surge XT 1.3,"We thought we'd have 1.2.1 perhaps but it didn't happen, and then PhilS came and started working on OSC, so we have it as a big feature to form a whole new release around it!",baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,0.0,101.0,closed,2023-04-05T12:36:14Z,2023-12-08T15:44:21Z,,2023-12-08T15:44:05Z,https://api.github.com/repos/surge-synthesizer/surge/issues/7083/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,5
1188,1188,https://api.github.com/repos/surge-synthesizer/surge/issues/7082,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7082/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7082/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7082/events,https://github.com/surge-synthesizer/surge/pull/7082,1779935650.0,PR_kwDOCOvoes5UMe-L,7082.0,Don't bind accessible action keys to the VKB,[],closed,False,,[],0.0,2023-06-29,2023-06-29T00:50:19Z,2023-06-29,COLLABORATOR,,"Key press ']' especially conflicted with our RMB accelerator

Addresses #7069",https://api.github.com/repos/surge-synthesizer/surge/issues/7082/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/7082/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/7082,https://github.com/surge-synthesizer/surge/pull/7082,https://github.com/surge-synthesizer/surge/pull/7082.diff,https://github.com/surge-synthesizer/surge/pull/7082.patch,2023-06-29T00:50:17Z,,,,,,,,,,,,,,,,,,,0
1189,1189,https://api.github.com/repos/surge-synthesizer/surge/issues/7081,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7081/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7081/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7081/events,https://github.com/surge-synthesizer/surge/issues/7081,1779918354.0,I_kwDOCOvoes5qF2YS,7081.0,"Bonsai, Chorus and __restrict","[{'id': 1178865465, 'node_id': 'MDU6TGFiZWwxMTc4ODY1NDY1', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/Code%20Refactoring', 'name': 'Code Refactoring', 'color': '9155c6', 'default': False, 'description': 'General code refactoring and cleanup issues like names, unused variables, warnings, fixme'}, {'id': 1178867708, 'node_id': 'MDU6TGFiZWwxMTc4ODY3NzA4', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/DSP', 'name': 'DSP', 'color': 'e881ef', 'default': False, 'description': 'Issues and feature requests related to sound generation in the synth'}, {'id': 2152171733, 'node_id': 'MDU6TGFiZWwyMTUyMTcxNzMz', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/Effects', 'name': 'Effects', 'color': 'ff38f8', 'default': False, 'description': ''}]",closed,False,,[],1.0,2023-06-29,2023-07-29T19:55:47Z,2023-07-29,COLLABORATOR,,"```
diff --git a/src/common/CMakeLists.txt b/src/common/CMakeLists.txt
index 1996fc19..196df2ee 100644
--- a/src/common/CMakeLists.txt
+++ b/src/common/CMakeLists.txt
@@ -317,6 +317,7 @@ elseif(UNIX)
     target_link_libraries(${PROJECT_NAME} PRIVATE execinfo)
   endif()
   target_link_libraries(${PROJECT_NAME} PUBLIC surge::simde)
+  target_compile_options(${PROJECT_NAME} PUBLIC $<$<CXX_COMPILER_ID:GNU>:-Werror=restrict>)
 elseif(WIN32)
   target_compile_definitions(${PROJECT_NAME} PUBLIC
     WINDOWS=1
```

will make bonsai fail to build on gcc with a thousand errors and Chorus with one

We need to be careful either removing restrict or having in-place versions of operations.",https://api.github.com/repos/surge-synthesizer/surge/issues/7081/timeline,,completed,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,https://api.github.com/repos/surge-synthesizer/surge/milestones/32,https://github.com/surge-synthesizer/surge/milestone/32,https://api.github.com/repos/surge-synthesizer/surge/milestones/32/labels,9249176.0,MI_kwDOCOvoes4AjSGY,32.0,Surge XT 1.3,"We thought we'd have 1.2.1 perhaps but it didn't happen, and then PhilS came and started working on OSC, so we have it as a big feature to form a whole new release around it!",baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,0.0,101.0,closed,2023-04-05T12:36:14Z,2023-12-08T15:44:21Z,,2023-12-08T15:44:05Z,https://api.github.com/repos/surge-synthesizer/surge/issues/7081/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,30
1190,1190,https://api.github.com/repos/surge-synthesizer/surge/issues/7080,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7080/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7080/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7080/events,https://github.com/surge-synthesizer/surge/pull/7080,1779909070.0,PR_kwDOCOvoes5UMZS_,7080.0,DO NOT MERGE,[],closed,False,,[],0.0,2023-06-28,2023-06-29T00:04:06Z,2023-06-29,COLLABORATOR,,Testing restrict error lin axure,https://api.github.com/repos/surge-synthesizer/surge/issues/7080/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/7080/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/7080,https://github.com/surge-synthesizer/surge/pull/7080,https://github.com/surge-synthesizer/surge/pull/7080.diff,https://github.com/surge-synthesizer/surge/pull/7080.patch,,,,,,,,,,,,,,,,,,,,1
1191,1191,https://api.github.com/repos/surge-synthesizer/surge/issues/7079,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/7079/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/7079/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/7079/events,https://github.com/surge-synthesizer/surge/pull/7079,1779845092.0,PR_kwDOCOvoes5UMLkS,7079.0,Adjust sstfx friend declaration to match struct vs class,[],closed,False,,[],0.0,2023-06-28,2023-06-28T22:27:48Z,2023-06-28,COLLABORATOR,,"This tossed an ABI warning in the rack build correctly. Declare as struct, friend as struct.",https://api.github.com/repos/surge-synthesizer/surge/issues/7079/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/7079/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/7079,https://github.com/surge-synthesizer/surge/pull/7079,https://github.com/surge-synthesizer/surge/pull/7079.diff,https://github.com/surge-synthesizer/surge/pull/7079.patch,2023-06-28T22:27:47Z,,,,,,,,,,,,,,,,,,,0
