,Unnamed: 0,url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,labels,state,locked,assignee,assignees,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,timeline_url,performed_via_github_app,state_reason,score,user.login,user.id,user.node_id,user.avatar_url,user.gravatar_id,user.url,user.html_url,user.followers_url,user.following_url,user.gists_url,user.starred_url,user.subscriptions_url,user.organizations_url,user.repos_url,user.events_url,user.received_events_url,user.type,user.site_admin,milestone.url,milestone.html_url,milestone.labels_url,milestone.id,milestone.node_id,milestone.number,milestone.title,milestone.description,milestone.creator.login,milestone.creator.id,milestone.creator.node_id,milestone.creator.avatar_url,milestone.creator.gravatar_id,milestone.creator.url,milestone.creator.html_url,milestone.creator.followers_url,milestone.creator.following_url,milestone.creator.gists_url,milestone.creator.starred_url,milestone.creator.subscriptions_url,milestone.creator.organizations_url,milestone.creator.repos_url,milestone.creator.events_url,milestone.creator.received_events_url,milestone.creator.type,milestone.creator.site_admin,milestone.open_issues,milestone.closed_issues,milestone.state,milestone.created_at,milestone.updated_at,milestone.due_on,milestone.closed_at,reactions.url,reactions.total_count,reactions.+1,reactions.-1,reactions.laugh,reactions.hooray,reactions.confused,reactions.heart,reactions.rocket,reactions.eyes,milestone,draft,pull_request.url,pull_request.html_url,pull_request.diff_url,pull_request.patch_url,pull_request.merged_at,assignee.login,assignee.id,assignee.node_id,assignee.avatar_url,assignee.gravatar_id,assignee.url,assignee.html_url,assignee.followers_url,assignee.following_url,assignee.gists_url,assignee.starred_url,assignee.subscriptions_url,assignee.organizations_url,assignee.repos_url,assignee.events_url,assignee.received_events_url,assignee.type,assignee.site_admin,days_age
495,495,https://api.github.com/repos/surge-synthesizer/surge/issues/6786,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6786/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6786/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6786/events,https://github.com/surge-synthesizer/surge/issues/6786,1525763715.0,I_kwDOCOvoes5a8U6D,6786.0,Add a juce::Image accessor to SurgeImage,"[{'id': 1064039352, 'node_id': 'MDU6TGFiZWwxMDY0MDM5MzUy', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/Feature%20Request', 'name': 'Feature Request', 'color': 'a2eeef', 'default': False, 'description': 'New feature request'}, {'id': 1571077334, 'node_id': 'MDU6TGFiZWwxNTcxMDc3MzM0', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/Infrastructure', 'name': 'Infrastructure', 'color': '0c2a6d', 'default': False, 'description': 'Issues related to repository, CI/CD, installers, etc.'}]",closed,False,,[],0.0,2023-01-09,2023-01-09T17:24:26Z,2023-01-09,COLLABORATOR,,Just a reminder BP said he would do this for ED,https://api.github.com/repos/surge-synthesizer/surge/issues/6786/timeline,,completed,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,https://api.github.com/repos/surge-synthesizer/surge/milestones/31,https://github.com/surge-synthesizer/surge/milestone/31,https://api.github.com/repos/surge-synthesizer/surge/milestones/31/labels,8570089.0,MI_kwDOCOvoes4AgsTp,31.0,Surge XT 1.2,"Guess we are doing a 1.2!

~~We want to release 1.1 soon but it will be forever and a day before 2, and we won't do a 1.2, so this is a milestone for stuff we want to do in occasional point releases.~~
",baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,0.0,56.0,closed,2022-10-22T18:56:10Z,2023-04-17T20:49:52Z,,2023-04-10T14:34:40Z,https://api.github.com/repos/surge-synthesizer/surge/issues/6786/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0
496,496,https://api.github.com/repos/surge-synthesizer/surge/issues/6785,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6785/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6785/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6785/events,https://github.com/surge-synthesizer/surge/pull/6785,1525760519.0,PR_kwDOCOvoes5G_E8i,6785.0,Properly zero out Oneshot I16 padding,[],closed,False,,[],0.0,2023-01-09,2023-01-09T15:18:35Z,2023-01-09,COLLABORATOR,,"When building a one shot we pad with 3 extra tables. Those tables get zero values in them. BUT the zero table for the I16 mipmap has an FIR extension and our zeroing didn't zero this out. This meant that if you load a wave as oneshot (but not a wt which would be correctly streamed) then save and unsave, you could get boogers in the end of the last frame. Nothing w ecan do about people who streamed in the past but this will fix it going forward.

Closes #6573",https://api.github.com/repos/surge-synthesizer/surge/issues/6785/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6785/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6785,https://github.com/surge-synthesizer/surge/pull/6785,https://github.com/surge-synthesizer/surge/pull/6785.diff,https://github.com/surge-synthesizer/surge/pull/6785.patch,2023-01-09T15:18:31Z,,,,,,,,,,,,,,,,,,,0
499,499,https://api.github.com/repos/surge-synthesizer/surge/issues/6782,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6782/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6782/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6782/events,https://github.com/surge-synthesizer/surge/pull/6782,1524824516.0,PR_kwDOCOvoes5G73Uc,6782.0,Implement Stereo or Mono noise in Wide mode,[],closed,False,,[],0.0,2023-01-09,2023-01-09T02:40:54Z,2023-01-09,COLLABORATOR,,"in Wide mode noise can either be mono or stereo based on the deform on the noise colour (on the RMB menu).
Make a type, handle streaming with it missing, etc... you know the drill.

Closes #6494",https://api.github.com/repos/surge-synthesizer/surge/issues/6782/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6782/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6782,https://github.com/surge-synthesizer/surge/pull/6782,https://github.com/surge-synthesizer/surge/pull/6782.diff,https://github.com/surge-synthesizer/surge/pull/6782.patch,2023-01-09T02:40:54Z,,,,,,,,,,,,,,,,,,,0
500,500,https://api.github.com/repos/surge-synthesizer/surge/issues/6781,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6781/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6781/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6781/events,https://github.com/surge-synthesizer/surge/pull/6781,1524778876.0,PR_kwDOCOvoes5G7s80,6781.0,Implement CLAP_NOTE_CHOKE properly,[],closed,False,,[],0.0,2023-01-09,2023-01-09T01:59:48Z,2023-01-09,COLLABORATOR,,"Implement choke as

1. Do a release in case the note isn't released; then
2. Find the voice and do an uber-release

This seems to work great in the bitwig drum machine. When we have more choke clients we may need to revisit it.

Closes #6332",https://api.github.com/repos/surge-synthesizer/surge/issues/6781/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6781/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6781,https://github.com/surge-synthesizer/surge/pull/6781,https://github.com/surge-synthesizer/surge/pull/6781.diff,https://github.com/surge-synthesizer/surge/pull/6781.patch,2023-01-09T01:59:45Z,,,,,,,,,,,,,,,,,,,0
501,501,https://api.github.com/repos/surge-synthesizer/surge/issues/6780,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6780/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6780/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6780/events,https://github.com/surge-synthesizer/surge/pull/6780,1524758222.0,PR_kwDOCOvoes5G7oZ6,6780.0,Invalidate all params etc... on patch change,[],closed,False,,[],0.0,2023-01-09,2023-01-09T01:23:49Z,2023-01-09,COLLABORATOR,,"A patch change can change the name or value of any param. So when it happens send the maximal updateHostDispolay (excluding latency). Trigger this with a new patchChanged atomic on the synth which we set to true at the end of the off-thread load. Results in bitwig showing all correct param changes on patch change in vst3 and presumably other compliant hosts would do same.

Closes #6607",https://api.github.com/repos/surge-synthesizer/surge/issues/6780/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6780/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6780,https://github.com/surge-synthesizer/surge/pull/6780,https://github.com/surge-synthesizer/surge/pull/6780.diff,https://github.com/surge-synthesizer/surge/pull/6780.patch,2023-01-09T01:23:45Z,,,,,,,,,,,,,,,,,,,0
502,502,https://api.github.com/repos/surge-synthesizer/surge/issues/6779,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6779/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6779/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6779/events,https://github.com/surge-synthesizer/surge/pull/6779,1524755250.0,PR_kwDOCOvoes5G7nwr,6779.0,More template fixes,[],closed,False,,[],0.0,2023-01-09,2023-01-09T00:41:43Z,2023-01-09,COLLABORATOR,,"Fixed some consistency issues in the previous templates, removed the ""created by..."" descriptions, and added a few hopefully useful ones that didn't exist before. ",https://api.github.com/repos/surge-synthesizer/surge/issues/6779/timeline,,,1.0,Andreya-Autumn,105538426.0,U_kgDOBkpjeg,https://avatars.githubusercontent.com/u/105538426?v=4,,https://api.github.com/users/Andreya-Autumn,https://github.com/Andreya-Autumn,https://api.github.com/users/Andreya-Autumn/followers,https://api.github.com/users/Andreya-Autumn/following{/other_user},https://api.github.com/users/Andreya-Autumn/gists{/gist_id},https://api.github.com/users/Andreya-Autumn/starred{/owner}{/repo},https://api.github.com/users/Andreya-Autumn/subscriptions,https://api.github.com/users/Andreya-Autumn/orgs,https://api.github.com/users/Andreya-Autumn/repos,https://api.github.com/users/Andreya-Autumn/events{/privacy},https://api.github.com/users/Andreya-Autumn/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6779/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6779,https://github.com/surge-synthesizer/surge/pull/6779,https://github.com/surge-synthesizer/surge/pull/6779.diff,https://github.com/surge-synthesizer/surge/pull/6779.patch,2023-01-09T00:41:23Z,,,,,,,,,,,,,,,,,,,0
503,503,https://api.github.com/repos/surge-synthesizer/surge/issues/6778,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6778/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6778/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6778/events,https://github.com/surge-synthesizer/surge/issues/6778,1524727640.0,I_kwDOCOvoes5a4X9Y,6778.0,Oscilloscope: Final 1.2 signoff,"[{'id': 1064039352, 'node_id': 'MDU6TGFiZWwxMDY0MDM5MzUy', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/Feature%20Request', 'name': 'Feature Request', 'color': 'a2eeef', 'default': False, 'description': 'New feature request'}, {'id': 1178866610, 'node_id': 'MDU6TGFiZWwxMTc4ODY2NjEw', 'url': 'https://api.github.com/repos/surge-synthesizer/surge/labels/UI', 'name': 'UI', 'color': '963715', 'default': False, 'description': 'Issues related to UI look&feel'}]",closed,False,,[],12.0,2023-01-08,2023-04-09T14:35:31Z,2023-04-09,COLLABORATOR,,@mx and @mkruselj - what's needed on the scope for us to ship a 1.2?,https://api.github.com/repos/surge-synthesizer/surge/issues/6778/timeline,,completed,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,https://api.github.com/repos/surge-synthesizer/surge/milestones/31,https://github.com/surge-synthesizer/surge/milestone/31,https://api.github.com/repos/surge-synthesizer/surge/milestones/31/labels,8570089.0,MI_kwDOCOvoes4AgsTp,31.0,Surge XT 1.2,"Guess we are doing a 1.2!

~~We want to release 1.1 soon but it will be forever and a day before 2, and we won't do a 1.2, so this is a milestone for stuff we want to do in occasional point releases.~~
",baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,0.0,56.0,closed,2022-10-22T18:56:10Z,2023-04-17T20:49:52Z,,2023-04-10T14:34:40Z,https://api.github.com/repos/surge-synthesizer/surge/issues/6778/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,91
504,504,https://api.github.com/repos/surge-synthesizer/surge/issues/6777,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6777/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6777/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6777/events,https://github.com/surge-synthesizer/surge/pull/6777,1524718626.0,PR_kwDOCOvoes5G7f6Z,6777.0,Fix CLAP Virtual Keyboard in Bitwig/Reaper and others,[],closed,False,,[],0.0,2023-01-08,2023-01-08T23:27:16Z,2023-01-08,COLLABORATOR,,"CLAP_NOTE_ON etc didn't update the virtual keyboard state; fake midi events so it does.

Closes #6720",https://api.github.com/repos/surge-synthesizer/surge/issues/6777/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6777/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6777,https://github.com/surge-synthesizer/surge/pull/6777,https://github.com/surge-synthesizer/surge/pull/6777.diff,https://github.com/surge-synthesizer/surge/pull/6777.patch,2023-01-08T23:27:13Z,,,,,,,,,,,,,,,,,,,0
505,505,https://api.github.com/repos/surge-synthesizer/surge/issues/6776,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6776/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6776/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6776/events,https://github.com/surge-synthesizer/surge/pull/6776,1524709405.0,PR_kwDOCOvoes5G7eAY,6776.0,Add a 'Announce State' Accessible option,[],closed,False,,[],2.0,2023-01-08,2023-01-09T02:23:38Z,2023-01-08,COLLABORATOR,,"If you annoucne state (default alt-0) then you get a readout of the state of your UI (scene, selected osc and modulator, selected fx, patch name).

Also MTS Main -> MTS Source in the menu

Closes #6591",https://api.github.com/repos/surge-synthesizer/surge/issues/6776/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6776/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6776,https://github.com/surge-synthesizer/surge/pull/6776,https://github.com/surge-synthesizer/surge/pull/6776.diff,https://github.com/surge-synthesizer/surge/pull/6776.patch,2023-01-08T22:53:35Z,,,,,,,,,,,,,,,,,,,0
506,506,https://api.github.com/repos/surge-synthesizer/surge/issues/6775,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6775/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6775/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6775/events,https://github.com/surge-synthesizer/surge/pull/6775,1524658433.0,PR_kwDOCOvoes5G7Tbd,6775.0,Two new MTS Main features,[],closed,False,,[],2.0,2023-01-08,2023-01-08T21:48:12Z,2023-01-08,COLLABORATOR,,"1. Show client count in menu
2. Allow a re-init with a chicken box",https://api.github.com/repos/surge-synthesizer/surge/issues/6775/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6775/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6775,https://github.com/surge-synthesizer/surge/pull/6775,https://github.com/surge-synthesizer/surge/pull/6775.diff,https://github.com/surge-synthesizer/surge/pull/6775.patch,2023-01-08T21:36:40Z,,,,,,,,,,,,,,,,,,,0
507,507,https://api.github.com/repos/surge-synthesizer/surge/issues/6774,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6774/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6774/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6774/events,https://github.com/surge-synthesizer/surge/pull/6774,1524653446.0,PR_kwDOCOvoes5G7SYh,6774.0,Stereo Only output advertised,[],closed,False,,[],0.0,2023-01-08,2023-01-08T20:15:12Z,2023-01-08,COLLABORATOR,,"Surge requires stereo output. For some reason our JUCE bus constraint didn't say that and you could therefore load crashing configurations in logic. Correct.

Also bump the cmakelists project version.",https://api.github.com/repos/surge-synthesizer/surge/issues/6774/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6774/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6774,https://github.com/surge-synthesizer/surge/pull/6774,https://github.com/surge-synthesizer/surge/pull/6774.diff,https://github.com/surge-synthesizer/surge/pull/6774.patch,2023-01-08T20:15:09Z,,,,,,,,,,,,,,,,,,,0
508,508,https://api.github.com/repos/surge-synthesizer/surge/issues/6773,https://api.github.com/repos/surge-synthesizer/surge,https://api.github.com/repos/surge-synthesizer/surge/issues/6773/labels{/name},https://api.github.com/repos/surge-synthesizer/surge/issues/6773/comments,https://api.github.com/repos/surge-synthesizer/surge/issues/6773/events,https://github.com/surge-synthesizer/surge/pull/6773,1524647794.0,PR_kwDOCOvoes5G7RN5,6773.0,Add copy to clipboard to ModList,[],closed,False,,[],0.0,2023-01-08,2023-01-08T19:51:36Z,2023-01-08,COLLABORATOR,,"puts a human readable version of the modlist into the clipboard for sharing with other humans.

Closes #6577",https://api.github.com/repos/surge-synthesizer/surge/issues/6773/timeline,,,1.0,baconpaul,13387561.0,MDQ6VXNlcjEzMzg3NTYx,https://avatars.githubusercontent.com/u/13387561?v=4,,https://api.github.com/users/baconpaul,https://github.com/baconpaul,https://api.github.com/users/baconpaul/followers,https://api.github.com/users/baconpaul/following{/other_user},https://api.github.com/users/baconpaul/gists{/gist_id},https://api.github.com/users/baconpaul/starred{/owner}{/repo},https://api.github.com/users/baconpaul/subscriptions,https://api.github.com/users/baconpaul/orgs,https://api.github.com/users/baconpaul/repos,https://api.github.com/users/baconpaul/events{/privacy},https://api.github.com/users/baconpaul/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.github.com/repos/surge-synthesizer/surge/issues/6773/reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,https://api.github.com/repos/surge-synthesizer/surge/pulls/6773,https://github.com/surge-synthesizer/surge/pull/6773,https://github.com/surge-synthesizer/surge/pull/6773.diff,https://github.com/surge-synthesizer/surge/pull/6773.patch,2023-01-08T19:51:33Z,,,,,,,,,,,,,,,,,,,0
